Article_ID	WOS_ID	Year	Title	Authors	Addresses	Affiliations
96543	WOS:000429177700003	2018	Using Social Media to Improve Student-Instructor Communication in an Onlinef Learning Environment	Guo, R; Shen, YD; Li, L	[Guo, Rong] Univ West Georgia, Richard Coll Business, Carrollton, GA 30118 USA; [Shen, Yide] Rowan Univ, MIS Rohrer Coll Business, Glassboro, NJ USA; [Li, Lei] Kennesaw State Univ, Informat Technol Coll Comp & Software Engn, Kennesaw, GA USA	University System of Georgia; University of West Georgia; Rowan University; University System of Georgia; Kennesaw State University
97822	WOS:000433994400004	2018	Toward Active Living: Comprehensive School Physical Activity Program Research and Implications	Chen, SL; Gu, XL	[Chen, Senlin] Louisiana State Univ, Sch Kinesiol, Baton Rouge, LA 70803 USA; [Gu, Xiangli] Univ North Texas, Dept Kinesiol Hlth Promot & Recreat, Denton, TX 76203 USA	Louisiana State University System; Louisiana State University; University of North Texas System; University of North Texas Denton
98106	WOS:000432241600024	2018	Home Away from Home? How International Students Handle Difficult and Negative Experiences in American Higher Education	Yan, L; Pei, SH	[Yan, Lu (Wendy)] Iowa State Univ, Sch Educ, Ames, IA 50011 USA; [Pei, Shaohua (Linda)] Iowa State Univ, Higher Educ Program, Ames, IA USA	Iowa State University; Iowa State University
99260	WOS:000419898900005	2018	Item Response Data Analysis Using Stata Item Response Theory Package	Yang, JS; Zheng, XY	[Yang, Ji Seung] Univ Maryland, Dept Human Dev & Quantitat Methodol, 1225 Benjamin Bldg,3942 Campus Dr, College Pk, MD 20742 USA; [Zheng, Xiaying] Amer Inst Res, 1025 Thomas Jefferson St NW, Washington, DC 20007 USA	University System of Maryland; University of Maryland College Park; American Institutes for Research
99531	WOS:000433003300002	2018	Facilitate active learning: The role of perceived benefits of using technology	Zhuang, WL; Xiao, Q	[Zhuang, Weiling; Xiao, Qian] Eastern Kentucky Univ, Dept Management Mkt & Int Business, 521 Lancaster Ave, Richmond, KY 40475 USA	Eastern Kentucky University
99849	WOS:000433188800009	2018	Understanding East Asian Graduate Students' Socio-cultural and Psychological Adjustment in a U.S. Midwestern University	Xiong, YY; Zhou, YC	[Xiong, Yiying] Ohio Univ, Dept Counseling & Higher Educ, Athens, OH 45701 USA; [Zhou, Yuchun] Ohio Univ, Educ Res & Evaluat Program, Athens, OH 45701 USA	University System of Ohio; Ohio University; University System of Ohio; Ohio University
103700	WOS:000482776700001	2019	MOOC-based flipped learning in higher education: students' participation, experience and learning performance	Wang, K; Zhu, C	[Wang, Kai; Zhu, Chang] Vrije Univ Brussel, Dept Educ Sci, Pleinlaan 2, B-1050 Brussels, Belgium	Vrije Universiteit Brussel
104503	WOS:000467892100003	2019	Examining sequential patterns of self- and socially shared regulation of STEM learning in a CSCL environment	Zheng, J; Xing, W; Zhu, GX	[Zheng, Juan] McGill Univ, Dept Educ Counselling & Psychol, Montreal, PQ, Canada; [Xing, Wanli] Texas Tech Univ, Dept Educ Psychol & Leadership, Lubbock, TX 79409 USA; [Zhu, Gaoxia] Univ Toronto, Ontario Inst Studies Educ, Toronto, ON M5S 1V6, Canada	McGill University; Texas Tech University System; Texas Tech University; University of Toronto; University Health Network Toronto
104631	WOS:000479316600006	2019	Multicultural Supervision With Chinese International Trainees	Qi, W; Wang, ZX; Wu, LZ; Luo, XC	[Qi, Wei (Gabriel)] Fuller Theol Seminary, Sch Psychol, Clin Psychol Program, Pasadena, CA 91101 USA; [Wang, Zixuan] George Washington Univ, Profess Psychol Program, Washington, DC 20052 USA; [Wu, Leila Z.] Penn State Univ, Clin Psychol Program, University Pk, PA 16802 USA; [Luo, Xiaochen] Michigan State Univ, E Lansing, MI 48824 USA	George Washington University; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Penn State Behrend; Pennsylvania State University - University Park; Michigan State University
105713	WOS:000494835100001	2019	Directionality and complexity of L1 transfer in L2 acquisition: Evidence from L2 Chinese discourse	Yuan, BP; Lin, Y	[Yuan, Boping; Lin, Yvonne] Univ Cambridge, East Asian Stuides, Sidgwick Ave, Cambridge, England	University of Cambridge
107004	WOS:000462305200004	2019	Using Twitter as a pedagogical tool in two classrooms: a comparative case study between an education and a communication class	Luo, T; Xie, Q	[Luo, Tian] Old Dominion Univ, Dept STEM Educ & Profess Studies, Darden Coll Educ, Educ Bldg 4106, Norfolk, VA 23529 USA; [Xie, Quan] Bradley Univ, Dept Commun, Slane Coll Commun & Fine Arts, 1501 W Bradley Ave, Peoria, IL 61625 USA	Old Dominion University; Bradley University
107322	WOS:000488997200005	2019	The use of metacognitive strategies by Chinese PhD students of social sciences in Australian universities	Yang, CY; Bai, L	[Yang, Chunyan; Bai, Li] Queensland Univ Technol, Business Sch, Brisbane, Qld, Australia	Queensland University of Technology (QUT)
107375	WOS:000480760100004	2019	Examining User Participation and Network Structure via an Analysis of a Twitter-Supported Conference Backchannel	Xie, Q; Luo, T	[Xie, Quan] Bradley Univ, Slane Coll Commun & Fine Arts, Dept Commun, 1501 W Bradley Ave, Peoria, IL 61625 USA; [Luo, Tian] Old Dominion Univ, Darden Coll Educ, Dept STEM Educ & Profess Studies, Norfolk, VA USA	Bradley University; Old Dominion University
107592	WOS:000462305200003	2019	College students' use of self-generated tagclouds for knowledge integration: evidence from reflections	Lin, SY; Xie, Y	[Lin, Shu-Yuan] Idaho State Univ, Dept Teaching & Educ Studies, Coll Educ, 921 South 8th Ave,Stop 8059, Pocatello, ID 83209 USA; [Xie, Ying] Northern Illinois Univ, Dept Educ Technol Res & Assessment, Gabel Hall 208,1425 W Lincoln Hwy, De Kalb, IL 60115 USA	Idaho State University; Northern Illinois University
107795	WOS:000456214200002	2019	How does the smartphone usage of college students affect academic performance?	Han, S; Yi, YJ	[Han, Sunyoung] Sungkyunkwan Univ, Dept Math Educ, Seoul, South Korea; [Yi, Yong Jeong] Sungkyunkwan Univ, Dept Lib & Informat Sci, 25-2 Sungkyunkwan Ro, Seoul 03063, South Korea	Sungkyunkwan University (SKKU); Sungkyunkwan University (SKKU)
107884	WOS:000461183900004	2019	A corpus-based investigation of noun phrase complexity in the L2 writings of a first-year composition course	Lan, G; Sun, YC	[Lan, Ge; Sun, Yachao] Purdue Univ, Dept English, W Lafayette, IN 47907 USA	Purdue University System; Purdue University
107893	WOS:000516673400014	2019	μdroPi: A Hand-Held Microfluidic Droplet Imager and Analyzer Built on Raspberry Pi	Sun, M; Li, ZD; Yang, Q	[Sun, Meng; Li, Zhengda; Yang, Qiong] Univ Michigan, Dept Biophys, Ann Arbor, MI 48109 USA	University of Michigan System; University of Michigan
108968	WOS:000465197300017	2019	Reducing Students' Conceptual Misunderstanding in Engineering Dynamics Through Enhanced Hands-on Experimentation	Fang, N; Liu, G	[Fang, Ning; Liu, Gang] Utah State Univ, Coll Engn, Dept Engn Educ, 4160 Old Main Hill, Logan, UT 84322 USA	Utah System of Higher Education; Utah State University
109607	WOS:000461864300008	2019	Heritage language education in the United States: A national survey of college-level Chinese language programs	Luo, H; Li, Y; Li, MY	[Luo, Han] Lafayette Coll, Chinese, Easton, PA 18042 USA; [Li, Yu] Loyola Marymount Univ, Chinese Studies, Los Angeles, CA 90045 USA; [Li, Ming-Ying] CUNY Hunter Coll, Chinese Studies, New York, NY 10021 USA	Lafayette College; Loyola Marymount University; City University of New York (CUNY) System; Hunter College (CUNY)
109915	WOS:000484786300004	2019	Early Childhood Teachers' Perception of the Professional Self and in Relation to Early Childhood Communities	Chong, S; Lu, T	[Chong, Sylvia; Lu, Theresa] Singapore Univ Social Sci, Singapore, Singapore	Singapore University of Social Sciences (SUSS)
110777	WOS:000464567600004	2019	Using word clouds to support students' knowledge integration from online inquiry: an investigation of the process and outcome	Xie, Y; Lin, SY	[Xie, Ying] Northern Illinois Univ, Dept Educ Technol Res & Assessment, De Kalb, IL 60115 USA; [Lin, Shu-Yuan] Idaho State Univ, Dept Teaching & Educ Studies, Pocatello, ID 83209 USA	Northern Illinois University; Idaho State University
110822	WOS:000500567500004	2019	Opportunities and Challenges of Cybersecurity for Undergraduate Information Systems Programs	Wang, SH; Wang, H	[Wang, Shouhong] Univ Massachusetts, Dartmouth, MA 02747 USA; [Wang, Hai] St Marys Univ, Sobey Sch Business, Dept Finance Informat Syst & Management Sci, Halifax, NS, Canada	University of Massachusetts System; University Massachusetts Dartmouth; Saint Marys University - Canada
111251	WOS:000467707600009	2019	An investigation of push and pull motivations of Chinese tourism doctoral students studying overseas	Li, FX; Qi, HX	[Li, Fangxuan (Sam); Qi, Hongxia] Auckland Univ Technol, New Zealand Tourism Res Inst, 55 Wellesley St East, Auckland, New Zealand	Auckland University of Technology
111470	WOS:000481506700009	2019	Intercultural advising for Chinese international students: a reflective inquiry	Lin, XB; Liu, W	[Lin, Xiaobing; Liu, Wei] Univ Alberta, Edmonton, AB, Canada	University of Alberta
113839	WOS:000883031200004	2020	Anxiety in Chinese Language Learning: Relationship to Motivation, Attitude, and Achievement	Wang, Q; Du, FN	[Wang, Qi] Middlebury Inst Int Studies, Monterey, CA USA; [Du, Fengning] Chinese Language Teachers Assoc Calif, Monterey, CA USA	
114128	WOS:000597197300001	2020	Dialogic discussion as a platform for constructing knowledge: student-teachers' interaction patterns and strategies in learning to teach English	Zhang, LJ; Zhang, DL	[Zhang, Lawrence Jun; Zhang, Donglan] Univ Auckland, Fac Educ & Social Work, Private Bag 92601,Symonds St, Auckland 1150, New Zealand	University of Auckland
114827	WOS:000506060600004	2020	Noncredit Education in Community College: Students, Course Enrollments, and Academic Outcomes	Xu, D; Ran, FX	[Xu, Di] Univ Calif Irvine, Educ Policy & Social Context, Irvine, CA USA; [Ran, Florence Xiaotao] Columbia Univ, Teachers Coll, CCRC, New York, NY USA	University of California System; University of California Irvine; Columbia University Teachers College; Columbia University
116354	WOS:000481231000001	2020	Does a Process-Genre Approach Help Improve Students' Argumentative Writing in English as a Foreign Language? Findings From an Intervention Study	Huang, Y; Zhang, LJ	[Huang, Yu; Zhang, Lawrence Jun] Univ Auckland, Fac Educ & Social Work, Sch Curriculum & Pedag, Auckland, New Zealand	University of Auckland
116888	WOS:000536447400009	2020	Longitudinal clustering of students' self-regulated learning behaviors in engineering design	Li, S; Chen, GH; Xing, WL; Zheng, J; Xie, C	[Li, Shan; Zheng, Juan] McGill Univ, Dept Educ & Counselling Psychol, Montreal, PQ H3A 1Y2, Canada; [Chen, Guanhua; Xie, Charles] Concord Consortium, Concord, MA 01742 USA; [Xing, Wanli] Univ Florida, Coll Educ, Sch Teaching & Learning, Gainesville, FL 32611 USA	McGill University; State University System of Florida; University of Florida
116970	WOS:000537313800005	2020	Pre-departure English language preparation of students on joint 2+2 programs	Bai, L; Wang, YX	[Bai, Li; Wang, Ying Xian] Queensland Univ Technol, Business Sch, QUT, Level 10,Z Block,Gardens Point Campus,2 George St, Brisbane, Qld 4000, Australia	Queensland University of Technology (QUT)
117587	WOS:000579013000001	2020	Behind an Accelerated Scientific Research Career: Dynamic Interplay of Endogenous and Exogenous Forces in Talent Development	Dai, DY; Li, X	[Dai, David Yun; Li, Xian (Stella)] SUNY Albany, Dept Educ & Counseling Psychol, Albany, NY 12222 USA	State University of New York (SUNY) System; University at Albany, SUNY
117621	WOS:000570016400099	2020	Strategies, Practice and Lessons Learned from Remote Teaching of the General Chemistry Laboratory Course at Brown University	Wang, LQ; Ren, JL	[Wang, Li-Qiong; Ren, Jolie] Brown Univ, Dept Chem, Providence, RI 02912 USA	Brown University
117848	WOS:000590193600005	2020	Admissions criteria as predictors of first-term success at a chiropractic institution	Long, AN; Chen, PD	[Long, Ashley N.] Parker Univ, Ctr Teaching & Learning, 2540 Walnut Hill Lane, Dallas, TX 75229 USA; [Chen, P. Daniel] Univ North Texas, Coll Educ, Dept Counseling & Higher Edu, 1155 Union Circle 010829, Denton, TX 76203 USA	University of North Texas System; University of North Texas Denton
117874	WOS:000522443000007	2020	Dynamic L3 selves: a longitudinal study of five university L3 learners' motivational trajectories in China	Wang, TY; Liu, YC	[Wang, Tianyi; Liu, Yongcan] Univ Cambridge, Fac Educ, Cambridge, England	University of Cambridge
118371	WOS:000534577800001	2020	Social Presence in Multidimensional Online Discussion: The Roles of Group Size and Requirements for Discussions	Chen, LT; Liu, LP	[Chen, Li-Ting; Liu, Leping] Univ Nevada, Coll Educ, Counseling & Educ Psychol, Reno, NV 89557 USA	Nevada System of Higher Education (NSHE); University of Nevada Reno
118577	WOS:000573840100001	2020	Utilizing Student Time Series Behaviour in Learning Management Systems for Early Prediction of Course Performance	Chen, F; Cui, Y	[Chen, Fu; Cui, Ying] Univ Alberta, Dept Educ Psychol, 6-110 Educ Ctr North, Edmonton, AB T6G 2G5, Canada	University of Alberta
118852	WOS:000494191400001	2020	Smartphones or computers for online sex education? A contraception information seeking model for Chinese college students	Jiang, WW; Ha, L	[Jiang, Weiwei; Ha, Louisa] Bowling Green State Univ, Sch Media & Commun, Bowling Green, OH 43403 USA	University System of Ohio; Bowling Green State University
119393	WOS:000546340400001	2020	Time and Performance in Online Learning: Applying the Theoretical Perspective of Metacognition	Zhao, L; Ye, C	[Zhao, Lin; Ye, Chen] Purdue Univ Northwest, Coll Business, Dept Quantitat Business Studies, 2200 169th St, Hammond, IN 46323 USA	Purdue University System; Purdue University Northwest
119559	WOS:000592424400033	2020	Facile Synthesis of a Metal-Organic Framework for Removal of Methyl Blue from Water: First-Year Undergraduate Teaching Lab	Cheng, YD; Shi, DC; Yuan, YD; Zhao, D	[Cheng, Youdong; Shi, Dongchen; Yuan, Yi Di; Zhao, Dan] Natl Univ Singapore, Dept Chem & Biomol Engn, Singapore 117585, Singapore	National University of Singapore
119715	WOS:000628593500002	2020	The Effects of California's School Finance Reform: Empirical Evidence from the Local Control Funding Formula (LCFF)	Fan, Q; Liang, JC	[Fan, Qin] Calif State Univ Fresno, Craig Sch Business, Fresno, CA 93740 USA; [Liang, Jiaochen] Calif State Univ Fresno, Jordan Coll Agr Sci & Technol, Fresno, CA 93740 USA	California State University System; California State University Fresno; California State University System; California State University Fresno
119873	WOS:000635301600001	2020	Improving learning experiences using LEGO Mindstorms EV3 robots in control systems course	Zhang, MR; Wan, Y	[Zhang, Meirong] Gonzaga Univ, Sch Engn & Appl Sci, Spokane, WA 99258 USA; [Wan, Yan] Univ Texas Arlington, Dept Elect Engn, Arlington, TX 76019 USA	Gonzaga University; University of Texas System; University of Texas Arlington
120140	WOS:000493952600001	2020	Individual differences in response to attributional praise in an online learning environment	Zhao, Q; Huang, XX	[Zhao, Qin] Western Kentucky Univ, Dept Psychol, GRH 3015,1906 Coll Hts Blvd, Bowling Green, KY 42101 USA; [Huang, Xiaoxia] Western Kentucky Univ, Sch Teacher Educ, 1906 Coll Hts Blvd, Bowling Green, KY 42101 USA	Western Kentucky University; Western Kentucky University
120401	WOS:000497933500001	2020	Factors associated with students' attitude change in online peer assessment - a mixed methods study in a graduate-level course	Wang, JD; Gao, RQ; Guo, XY; Liu, J	[Wang, Jiandong] Univ South Carolina, Columbia, SC 29208 USA; [Gao, Ruiqin] Univ South Carolina, Educ Psychol & Res Program, Columbia, SC 29208 USA; [Liu, Jin] Univ South Carolina, Educ Res & Measurement, Columbia, SC 29208 USA; [Guo, Xiuyan] Emory & Henry Coll, Inst Res Associate, Emory, VA USA	University of South Carolina System; University of South Carolina Columbia; University of South Carolina System; University of South Carolina Columbia; University of South Carolina System; University of South Carolina Columbia
120745	WOS:000581482500012	2020	Embodied interaction: Learning Chinese characters through body movements	Xu, XH; Ke, FF	[Xu, Xinhao] Univ Missouri, Informat Sci & Learning Technol, Columbia, MO 65211 USA; [Ke, Fengfeng] Florida State Univ, Educ Psychol & Learning Syst, Tallahassee, FL 32306 USA	University of Missouri System; University of Missouri Columbia; State University System of Florida; Florida State University
120759	WOS:000532426800008	2020	Linking Test-Taking Process to Performance Through Mixed-Effects Regression Models: A Response Process-Based Validation Study	Chen, MHY; Wu, AD; Liu, Y	[Chen, Michelle Y.] Paragon Testing Enterprises, 110-2925 Virtual Way, Vancouver, BC V5M 4X5, Canada; [Chen, Michelle Y.; Wu, Amery D.; Liu, Yan] Univ British Columbia, Vancouver, BC, Canada	University of British Columbia
121183	WOS:000568929400001	2020	The making of transnational distinction: an embodied cultural capital perspective on Chinese women students' mobility	Zhang, SQ; Xu, CLL	[Zhang, Siqi] Univ Edinburgh, Sch Social & Polit Sci, Dept Sociol, Edinburgh, Midlothian, Scotland; [Xu, Cora Lingling] Keele Univ, Sch Social Polit & Global Studies, Keele, Staffs, England	University of Edinburgh; Keele University
121408	WOS:000557933400001	2020	Virtual reality simulation-based learning of teaching with alternative perspectives taking	Ke, FF; Xu, XH	[Ke, Fengfeng] Florida State Univ, Educ Psychol & Learning Syst, Tallahassee, FL 32306 USA; [Xu, Xinhao] Univ Missouri, Informat Sci & Learning Technol, Columbia, MO 65211 USA	State University System of Florida; Florida State University; University of Missouri System; University of Missouri Columbia
122722	WOS:000481363200001	2020	Illustration of Multilevel Explanatory IRT Model DIF Testing with the Creative Thinking Scale	Qian, MH; Wang, XY	[Qian, Meihua] Clemson Univ, Coll Educ, 410 Old Main, Clemson, SC 29634 USA; [Wang, Xianyong] Clemson Univ, Coll Business, Clemson, SC 29634 USA	Clemson University; Clemson University
123523	WOS:000519570700003	2020	Impact assessment study of an executive education program for university leaders	Hou, B; Chen, K	[Hou, Barbara] Harvard Univ, Sch Educ, Cambridge, MA 02138 USA; [Chen, Katherine] Amherst Coll, Amherst, MA 01002 USA	Harvard University; Amherst College
123670	WOS:000531048900002	2020	School principals' opinions about special education services	Sun, AQ; Xin, JF	[Sun, Anna Q.; Xin, Joy F.] Rowan Univ, 201 Mull Hill Rd, Glassboro, NJ 08028 USA	Rowan University
123941	WOS:000708914200004	2020	ENACTED AGENCY IN A CROSS-BORDER, ONLINE BILITERACY CURRICULUM MAKING: CREATIVITY AND BILINGUAL DIGITAL STORYTELLING	Zhang, Z; Li, WJ	[Zhang, Zheng; Li, Wanjing] Western Univ, Fac Educ, London, ON, Canada	Western University (University of Western Ontario)
124019	WOS:000514517300004	2020	Peers, Study Effort, and Academic Performance in College Education: Evidence from Randomly Assigned Roommates in a Flipped Classroom	Pu, S; Yan, Y; Zhang, L	[Pu, Shi] ACT Inc, ACTNext, Iowa City, IA USA; [Yan, Yu] Penn State Univ, Dept Learning & Performance Syst, University Pk, PA 16802 USA; [Zhang, Liang] NYU, Dept Adm Leadership & Technol, New York, NY USA	ACT Inc.; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Pennsylvania State University - University Park; Penn State Behrend; New York University
124898	WOS:000561143200002	2020	Researching Classroom-Based Assessment for Formative Purposes	Gu, PYQ; Yu, GX	[Gu, Peter Yongqi] Victoria Univ Wellington, Sch Linguist & Appl Language Studies, Wellington, New Zealand; [Yu, Guoxing] Univ Bristol, Language Assessment, Sch Educ, Bristol, Avon, England; [Yu, Guoxing] Univ Bristol, Ctr Educ Assessment & Evaluat, Sch Educ, Bristol, Avon, England	Victoria University Wellington; University of Bristol; University of Bristol
128797	WOS:000660403600001	2021	Profiling the research landscape on electronic feedback in educational context from 1991 to 2021: a bibliometric analysis	Huan, C; Meng, CC	[Huan, Chin; Meng, Chew Cheng] Univ Sains Malaysia, Sch Educ Studies, Usm Penang 11800, Malaysia	Universiti Sains Malaysia
128825	WOS:000610176100001	2021	Understanding the interaction of assessment, learning and context: Insights from Singapore	Heng, TT; Song, L; Tan, K	[Heng, Tang T.; Song, Lynn] Nanyang Technol Univ, Natl Inst Educ, Policy Curriculum & Leadership, Singapore, Singapore; [Tan, Kelvin] Nanyang Technol Univ, Natl Inst Educ, Learning Sci & Assessment, Singapore, Singapore	Nanyang Technological University; National Institute of Education (NIE) Singapore; Nanyang Technological University; National Institute of Education (NIE) Singapore
128849	WOS:000699464500001	2021	Chinese University Students' Experience of WeChat-Based English-Language Vocabulary Learning	Li, F; Fan, S; Wang, YJ; Lu, JJ	[Li, Fan; Fan, Si; Lu, Jinjin] Univ Tasmania, Coll Arts Law & Educ, Sch Educ, Newnham Campus, Launceston, Tas 7248, Australia; [Wang, Yanjun] Univ Tasmania, Coll Arts Law & Educ, Sch Humanities, Newnham Campus, Launceston, Tas 7248, Australia	University of Tasmania; University of Tasmania
129441	WOS:000682667600001	2021	What Predicts Quality of Learners' Study Efforts? Implicit Beliefs and Interest Are Related to Mastery Goals but Not to Use of Effective Study Strategies	Yan, VX; Wang, LS	[Yan, Veronica X.; Wang, Lisi] Univ Texas Austin, Dept Educ Psychol, Austin, TX 78712 USA	University of Texas System; University of Texas Austin
130688	WOS:000709104800001	2021	Theoretical and experimental studies of the Wilberforce pendulum	Wen, QH; Yang, L	[Wen, Qinghao; Yang, Liu] Raffles Inst, Singapore 575954, Singapore	
131828	WOS:000653905900001	2021	A Survey Study on U.S. College Students' Learning Experience in COVID-19	Zhou, JH; Zhang, QP	[Zhou, Jiahua] Jericho Senior High Sch, Jericho, NY 11753 USA; [Zhang, Qiping] Long Isl Univ, Palmer Sch Lib & Informat Sci, Brookville, OH 11548 USA	
132098	WOS:000596240500007	2021	Mobile-technology-induced learning strategies: Chinese university EFL students learning English in an emerging context	Gao, C; Shen, HZ	[Gao, Chuan; Shen, Hui-zhong] Univ Sydney, Sydney Sch Educ & Social Work, Sydney, NSW, Australia	University of Sydney
132683	WOS:000615036300005	2021	Integrating Financial Literacy Into Introductory Programming	Zhu, HW; Shen, YZ	[Zhu, Hongwei] Univ Massachusetts, Dept Operat & Informat Syst, Lowell, MA 01854 USA; [Shen, Yuzhong] Old Dominion Univ, Dept Computat Modeling & Simulat Engn, Norfolk, VA 23529 USA	University of Massachusetts System; University of Massachusetts Lowell; Old Dominion University
133579	WOS:000577484400001	2021	The Nudge to Finish Up: A National Study of Community College Near-Completion Students	Chen, Y; Hu, XD	[Chen, Yu] Louisiana State Univ, Sch Educ, 113E Peabody Hall, Baton Rouge, LA 70803 USA; [Hu, Xiaodan] Northern Illinois Univ, Coll Educ, De Kalb, IL 60115 USA	Louisiana State University System; Louisiana State University; Northern Illinois University
133944	WOS:001096743000005	2021	Chinese Faculty Members at Japanese Universities: Who Are They and Why Do They Work in Japan?	Huang, FT; Chen, LL	[Huang, Futao; Chen, Lilan] Hiroshima Univ, Hiroshima, Japan; [Huang, Futao] Hiroshima Univ, Res Inst Higher Educ, Chome-3-2 Kagamiyama, Hiroshima 7398511, Japan	Hiroshima University; Hiroshima University
134626	WOS:000541896800001	2021	Active learning for an introductory tourism course-a case study	Shi, JY; Zhang, JN; Cai, LPA	[Shi, Jieyu (Jade); Zhang, Jianan; Cai, Liping A.] Purdue Univ, Sch Hospitality & Tourism Management, W Lafayette, IN 47907 USA	Purdue University System; Purdue University
134664	WOS:000604571400007	2021	Effects of a Double Major on Post-Baccalaureate Outcomes	Zhu, Q; Zhang, L	[Zhu, Qiong] Michigan State Univ, Educ Policy Innovat Collaborat, E Lansing, MI 48824 USA; [Zhang, Liang] NYU, Dept Adm Leadership & Technol, New York, NY 10003 USA	Michigan State University; New York University
134988	WOS:000663177600001	2021	STUDENTS AT THE NEXUS BETWEEN THE CHINESE DIASPORA AND INTERNATIONALISATION OF HIGHER EDUCATION: THE ROLE OF OVERSEAS STUDENTS IN CHINA'S STRATEGY OF SOFT POWER	Han, C; Tong, YB	[Han, Christine; Tong, Yaobin] UCL, Dept Educ Practice & Soc, Inst Educ, 20 Bedford Way, London WC1H 0AL, England	University of London; University College London; UCL Institute of Education
135188	WOS:000607446600019	2021	How do classroom behaviors predict longitudinal reading achievement? A conditional autoregressive latent growth analysis	Tang, XD; Dai, T	[Tang, Xiaodan] Northwestern Univ, Dept Med Social Sci, Feinberg Sch Med, 625 N Michigan Ave,21st Floor, Chicago, IL 60611 USA; [Dai, Ting] Univ Illinois, Dept Educ Psychol, 1040 W Harrison St,MC 147, Chicago, IL 60607 USA	Northwestern University; Feinberg School of Medicine; University of Illinois System; University of Illinois Chicago; University of Illinois Chicago Hospital
135925	WOS:000658463500001	2021	Do Peers Affect Undergraduates' Decisions to Switch Majors?	Pu, S; Yan, Y; Zhang, L	[Pu, Shi] ETS Canada Inc, 240 Richmond St W, Toronto, ON M5V 1V6, Canada; [Yan, Yu] Univ Calif San Diego, Teaching Learning Commons, 9500 Gilman Dr 0402, La Jolla, CA 92093 USA; [Zhang, Liang] NYU Steinhardt, Higher Educ, 82 Washington Sq East,779 Pless, New York, NY 10003 USA	University of California System; University of California San Diego
136276	WOS:000543574000001	2021	Academic acculturation in 2+2 joint programmes: students' perspectives	Wang, YX; Bai, L	[Wang, Ying Xian; Bai, Li] Queensland Univ Technol, Sch Business, Brisbane, Qld 4001, Australia	Queensland University of Technology (QUT)
137042	WOS:000542315200001	2021	Influence of College Students' Agreeableness on Interpersonal Relationships: Moderating Role of Empathy	Yang, D; Tu, CC	[Yang, Dong] Dhurakij Pundit Univ, Bangkok, Thailand; [Tu, Chia-Ching] Dhurakij Pundit Univ, Dept Educ Management, Bangkok, Thailand	Dhurakij Pundit University; Dhurakij Pundit University
137162	WOS:000702914100005	2021	Investigating the authenticity of computer- and paper-based ESL writing tests	Zhi, MX; Huang, B	[Zhi, Mingxia; Huang, Becky] Univ Texas San Antonio, Dept Bicultural Bilingual Studies, San Antonio, TX 78249 USA	University of Texas System; University of Texas at San Antonio (UTSA)
137394	WOS:000519711300001	2021	Starting College, Quitting Foreign Language: The Case of Learners of Chinese Language during Secondary-Postsecondary Transition	Diao, WH; Liu, HY	[Diao, Wenhao] Univ Arizona, Tucson, AZ 85721 USA; [Liu, Hsuan-Ying] Univ North Dakota, Grand Forks, ND USA	University of Arizona; University of North Dakota Grand Forks
138487	WOS:000539903700001	2021	Physical literacy in children and adolescents: Definitions, assessments, and interventions	Liu, Y; Chen, SL	[Liu, Yang; Chen, Senlin] Louisiana State Univ, Sch Kinesiol, 175C Huey P Long Field House, Baton Rouge, LA 70803 USA	Louisiana State University System; Louisiana State University
138522	WOS:000702914100003	2021	Using Grammarly to support students' source-based writing practices	Dong, YN; Shi, L	[Dong, Yanning; Shi, Ling] Univ British Columbia, Dept Language & Literacy Educ, Vancouver, BC, Canada	University of British Columbia
138719	WOS:000749404200001	2021	Seeing is Believing: The Impacts of Visual Exemplars on American Young Adults' Reactions to Anti-Prescription Opioid Campaigns	Cao, XX; Xu, J	[Cao, Xiaoxia] Univ Wisconsin, Dept Commun, Johnston Hall 210,POB 413, Milwaukee, WI 53201 USA; [Xu, Jie] Villanova Univ, Dept Commun, Villanova, PA 19085 USA	University of Wisconsin System; University of Wisconsin Milwaukee; Villanova University
138764	WOS:000661392200005	2021	Why college students procrastinate in online courses: A self-regulated learning perspective	Cheng, SL; Xie, K	[Cheng, Sheng-Lun] Sam Houston State Univ, Coll Educ, Dept Lib Sci & Technol, 1908 Bobby K Marks Dr TEC 138, Huntsville, TX 77341 USA; [Xie, Kui] Ohio State Univ, Coll Educ & Human Ecol, Dept Educ Stud, 29 West Woodruff Ave,Ramseyer Hall 322 A, Columbus, OH 43210 USA	Texas State University System; Sam Houston State University; University System of Ohio; Ohio State University
139061	WOS:000661544900006	2021	Internet Addiction and Acculturative Stress Among International College Students in the United States	Li, JQ; Liu, X	[Li, Jiaqi] Wichita State Univ, Dept Counseling Educ Leadership Educ & Sch Psycho, Coll Appl Studies, Wichita, KS 67260 USA; [Liu, Xun] Univ South Carolina, Coll Educ, Consortium Family Strengthening Res, Columbia, SC 29208 USA	Wichita State University; University of South Carolina System; University of South Carolina Columbia
