Article_ID	WOS_ID	Year	Title	Authors	Total_Authors
13457	WOS:000259516200009	2008	An analysis of word decision strategies among learners of Chinese	Shen, HH	1
13682	WOS:000251830000003	2008	Faculty turnover: Discipline-specific attention is warranted	Xu, YHJ	1
14026	WOS:000422404900010	2008	A critical analysis of the barriers to achieving the Bologna Process	Xu, J	1
14366	WOS:000253766100001	2008	The way to wealth and the way to leisure: The impact of college education on graduates' earnings and hours of work	Zhang, L	1
14508	WOS:000260459300003	2008	Participatory Dialogue and Participatory Learning in a Discussion-Based Graduate Seminar	Ma, W	1
14515	WOS:000253989000024	2008	Calculation of phonon dispersion in semiconductor nanostructures: An undergraduate computational project	Zou, J	1
15024	WOS:000219906000001	2008	Degree Attainment of Undergraduate Student Borrowers in Four-Year Institutions: A Multilevel Analysis	Li, D	1
15040	WOS:000259163000004	2008	Gender and racial gaps in earnings among recent college graduates	Zhang, L	1
15474	WOS:000218081000005	2008	Documentation: Ideas and Applications from the Reggio Emilia Approach	Yu, GS	1
16157	WOS:000263133200004	2009	Maturity and Interculturality: Chinese students' experiences in UK higher education	Gu, Q	1
16613	WOS:000212644700004	2009	Are teachers teaching to the test? A case study of the College English Test (CET) in China	Li, HL	1
16643	WOS:000269809100003	2009	Referencing in a Second Language: Korean EFL Learners' Cohesive Use of References in Written Narrative Discourse	Kang, JY	1
17021	WOS:000269717300005	2009	Teaching the modes of Ca2+ transport between the plasma membrane and endoplasmic reticulum using a classic paper by Kwan et al.	Liang, W	1
17127	WOS:000264379500002	2009	Community Participatory Ecological Art and Education	Song, YIK	1
17339	WOS:000212981100007	2009	Contextualizing meanings as personal cultural inquiry: A book-making project	Wang, SC	1
17409	WOS:000272297700005	2009	Linking Assessment Questions to a Research Article to Stimulate Self-directed Learning and Develop High-order Cognitive Skills in an Undergraduate Module of Molecular Genetics	Wu, JL	1
17412	WOS:000439477200014	2009	A MULTI-CHANNEL APPROACH FOR MONITORING OFF-SHORE OUTSOURCING PROJECTS FOR DISTANCE LEARNING MATERIAL DEVELOPMENT	Wei, BC	1
17438	WOS:000421333600009	2009	The effecting eye: An integrated approach to teaching history of photography	Wang, S	1
17737	WOS:000263610600007	2009	EXTENDING THE USE OF THE WEB-BASED HIV TESTING BELIEF INVENTORY TO STUDENTS ATTENDING HISTORICALLY BLACK COLLEGES AND UNIVERSITIES: AN EXAMINATION OF RELIABILITY AND VALIDITY	Hou, SI	1
17957	WOS:000266452200004	2009	Diversification or homogenization: how governments and markets have combined to (re)shape Chinese higher education in its recent massification process	Zha, Q	1
18106	WOS:000213234100011	2009	Applications of a sequence of points in teaching linear algebra, numerical methods and discrete mathematics	Shi, YX	1
18188	WOS:000267223700003	2009	Baccalaureate Attainment and College Persistence of Community College Transfer Students at Four-Year Institutions	Wang, XL	1
18645	WOS:000267835900002	2009	Meanings and practices of power in academics' conceptions of student self-assessment	Tan, KHK	1
18685	WOS:000269869600014	2009	A Model for Assessing Web-Based Simulations in Engineering Education	Chen, WF	1
19023	WOS:000421333600010	2009	Media art remix: a tool for social action	Song, YIK	1
19085	WOS:000269325200011	2009	Teaching Problem Solving in Engineering Education: Expert Systems Construction	Chen, WF	1
19164	WOS:000207961600005	2009	Measurement issues in designing and implementing longitudinal evaluation studies	Ding, CS	1
19171	WOS:000273499400004	2009	The Internationalization of the Academic Profession in Japan A Quantitative Perspective	Huang, FT	1
19337	WOS:000217248400005	2009	Evaluation of a Team-Based Learning Tutor Training Workshop on Research and Publication Ethics by Faculty and Staff Participants	Ju, YS	1
19414	WOS:000269514700003	2009	Does State Funding Affect Graduation Rates at Public Four-Year Colleges and Universities?	Zhang, L	1
19470	WOS:000437575300003	2009	A CROSS CATEGORICAL APPROACH TO SERVICE DELIVERY Promoting Successful Inclusion Through Teacher Education	Rao, S	1
19477	WOS:000213577600013	2009	Chinese 101 & 102	Zhu, F	1
19644	WOS:000211507800003	2009	A value-added estimate of higher education quality of US states	Zhang, L	1
20208	WOS:000262730900005	2009	Evaluation of teacher induction practices in a US university English language program: Towards useful evaluation	Yang, WW	1
20321	WOS:000211958800002	2009	Academics' Professionalism and Quality Mechanisms: Challenges and Tensions	Cheng, M	1
20574	WOS:000212709700004	2009	Information and Communication technology in China: Connecting 200 Million Children for better education	Li, XB	1
20610	WOS:000271973900008	2009	Essay Writing in a Mandarin Chinese WebCT Discussion Board	Zhang, D	1
20741	WOS:000210763500007	2009	Conflict Management: A Gap in Business Education Curricula	Lang, M	1
20757	WOS:000212679300003	2009	Assisting beginning teachers and school communities to grow through extended and collaborative mentoring experiences	Long, J	1
20842	WOS:000213239400012	2009	Parametric differentiation and integration	Chen, H	1
21072	WOS:000283878700005	2010	Digital game building: learning in a participatory culture	Li, Q	1
21306	WOS:000214736700010	2010	Straddling the Divide: Towards an Associate Degree in Information Technology	Tan, G	1
22215	WOS:000277372100003	2010	Domain-wide or variable-dependent vulnerability of the semantics-syntax interface in L2 acquisition? Evidence from wh-words used as existential polarity words in L2 Chinese grammars	Yuan, BP	1
22225	WOS:000286398400002	2010	Schooling as a Knowledge System: Lessons from Cramim Experimental School	Chen, D	1
22637	WOS:000287724400005	2010	A Dynamic Metacognitive Systems Account of Chinese University Students' Knowledge About EFL Reading	Zhang, LJ	1
22873	WOS:000279137800033	2010	Using blogging to enhance the initiation of students into academic research	Chong, EKM	1
23314	WOS:000285655300012	2010	Relative salience of suprasegmental features on judgments of L2 comprehensibility and accentedness	Kang, O	1
23553	WOS:000208710500004	2010	Publishing and learning writing for publication in English: Perspectives of NNES PhD students in science	Huang, JC	1
23815	WOS:000282636500010	2010	Seeing eye to eye? The academic writing needs of graduate and undergraduate students from students' and instructors' perspectives	Huang, LS	1
24221	WOS:000276274800004	2010	WITHOUT BOUNDARIES: AN INQUIRY INTO DEAF EPISTEMOLOGIES THROUGH A METAPARADIGM	Wang, Y	1
24232	WOS:000422406900003	2010	A Cultural Study of Chinese American Women's Self-Identification and Education	Li, Q	1
24247	WOS:000446172100005	2010	Quality Assurance in Chinese Higher Education	Li, Y	1
24248	WOS:000218959700003	2010	Enhancing the learning of Chinese with Second Life	Chen, DD	1
24299	WOS:000211882200004	2010	Global Isomorphism and Governance Reform in Chinese Higher Education	Cai, YZ	1
24559	WOS:000409652200002	2010	Training Needs for Implementing Early Childhood Inclusion in China	Hu, BY	1
24580	WOS:000211800600005	2010	Happenstance and compromise: a gendered analysis of students' computing degree course selection	Lang, C	1
24840	WOS:000210807500006	2010	Culture as a tool: facilitating knowledge construction in the context of a learning community	Chang, B	1
24889	WOS:000277554500003	2010	Changes in the returns to education and college quality	Long, MC	1
25136	WOS:000292145100002	2010	EFFECTS OF AN ANCIENT CHINESE MATHEMATICS ENRICHMENT PROGRAMME ON SECONDARY SCHOOL STUDENTS' ACHIEVEMENT IN MATHEMATICS	Leng, NW	1
25233	WOS:000278795500003	2010	Audit cultures and quality assurance mechanisms in England: a study of their perceived impact on the work of academics	Cheng, M	1
25287	WOS:000216361900003	2010	The Second Academic Revolution: Interpretations of Academic Entrepreneurship	Zheng, PJ	1
25587	WOS:000285123500013	2010	Integrating communities of practice in e-portfolio assessment: Effects and experiences of mutual assessment in an online course	Wang, L	1
25701	WOS:000438625900003	2010	Life as a Married Couple with Learning Disabilities: Rewards and Challenges Times Two	Yuan, F	1
25945	WOS:000212718000007	2010	Faculty Adopters of Podcasting: Satisfaction, University Support and Belief in Podcasting	Yang, J	1
25996	WOS:000275965600003	2010	Scholarship Awards, College Choice, and Student Engagement in College Activities: A Study of High-Achieving Low-Income Students of Color	Hu, SP	1
26010	WOS:000280829100005	2010	Teaching phase-sensitive demodulation for signal conditioning to undergraduate students	Yang, WQ	1
26492	WOS:000272759200003	2010	They Need Help: Transfer Students from Four-Year to Four-Year Institutions	Li, D	1
26687	WOS:000279137800034	2010	Examining online teaching, cognitive, and social presence for adult students	Ke, FF	1
26999	WOS:000415474100003	2010	Roles of Administrators in Ensuring the Quality of Online Programs	Yang, Y	1
27530	WOS:000214739500014	2011	Using Wikis to Enhance Website Peer Evaluation in an Online Website Development Course: An Exploratory Study	He, W	1
27930	WOS:000297824400020	2011	Tree of Dynamics: A Modified Concept Mapping Approach to Improving Students' Conceptual Understanding in Engineering Dynamics	Fang, N	1
28367	WOS:000415486600009	2011	Online Language Teaching: the Pedagogical Challenges	Sun, SYH	1
28454	WOS:000291194600002	2011	Making Grammar Instruction More Empowering: An Exploratory Case Study of Corpus Use in the Learning/Teaching of Grammar	Liu, DL	1
29029	WOS:000288997500010	2011	Student participation in health professions education research: in pursuit of the Aristotelian mean	Chen, RP	1
29217	WOS:000409975600001	2011	Hopeless Anarchy or Saving Pluralism? Reflections on Our Field in Response to Ambrose, VanTassel-Baska, Coleman, and Cross	Dai, DY	1
29263	WOS:000290486400003	2011	Learning to Express Motion Events in an L2: The Case of Chinese Directional Complements	Wu, SL	1
29301	WOS:000213586000005	2011	Computer-mediated Scaffolding in L2 Students' Academic Literacy Development	Cheng, R	1
29372	WOS:000299290000002	2011	Leveraging avatars in 3D virtual environments (Second Life) for interactive learning: the moderating role of the behavioral activation system vs. behavioral inhibition system and the mediating role of enjoyment	Jin, SAA	1
29396	WOS:000312133400004	2011	China's move to mass higher education in a comparative perspective	Zha, Q	1
29594	WOS:000447330900013	2011	Gaining insights into student reflection from online learner diaries	Han, A	1
29709	WOS:000288055800003	2011	A Corpus-Based Evaluation of Syntactic Complexity Measures as Indices of College-Level ESL Writers' Language Development	Lu, XF	1
29901	WOS:000433140200005	2011	Critical Perspectives on Changes in Educational Leadership Practice	Wang, T	1
29902	WOS:000292081400004	2011	Skills Development Using Role-Play in a First-Year Pharmacy Practice Course	Rao, D	1
29935	WOS:000438778900005	2011	Portraying Physical Education-Pedagogical Content Knowledge for the Professional Learning of Physical Educators	You, J	1
29962	WOS:000449686400004	2011	A Retrospective Look at 20 Years of ASM Education Programs (1990-2010) and a Prospective Look at the Next 20 Years (2011-2030)	Chang, A	1
29977	WOS:000212786200005	2011	EPISTEMOLOGIES OF SITUATED KNOWLEDGES: TROUBLING'' KNOWLEDGE IN PHILOSOPHY OF EDUCATION	Lang, JC	1
30273	WOS:000299209600001	2011	Attitudes of Taiwanese scholars toward English and Chinese as languages of publication	Huang, JC	1
30313	WOS:000219141200002	2011	Dilemmas in Using Phenomenology to Investigate Elementary School Children Learning English as a Second Language	Shi, ZH	1
30328	WOS:000285355100006	2011	Measuring value-added in higher education: conditions and caveats - results from using the Measure of Academic Proficiency and Progress (MAPP™)	Liu, OL	1
30334	WOS:000409699800002	2011	Ethical decision-making and ethical responding: an analysis and critique of various approaches through case study	Sun, JP	1
30816	WOS:000293907600001	2011	Unraveling the myth of meritocracy within the context of US higher education	Liu, A	1
31035	WOS:000433140200006	2011	Citizenship with Chinese Characteristics? An Investigation into Chinese University Students' Civic Perceptions and Civic Participation	Tu, YX	1
31062	WOS:000287460800005	2011	Common Knowledge, Learning, and Citation Practices in University Writing	Shi, L	1
31068	WOS:000287756300007	2011	Value-added assessment in higher education: a comparison of two methods	Liu, OL	1
31074	WOS:000307652800007	2011	The Impact of the Global Financial Crisis on Japan's Higher Education	Huang, FT	1
31690	WOS:000210230100001	2011	Poetry as Progress: Balancing Standards-Based Reforms with Aesthetic Inquiry	Liu, LB	1
31767	WOS:000422409700002	2011	The Effect of the Government-Subsidized Student Loan Program on College Students in China	Cheng, BY	1
31869	WOS:000288399600019	2011	A New Methodology for Assisting the Development of Instructional Awareness in Teaching a Large Engineering Class with Academically Diverse Students	Fang, N	1
31920	WOS:000287104400005	2011	Exploring Cystic Fibrosis Using Bioinformatics Tools A MODULE DESIGNED FOR THE FRESHMAN BIOLOGY COURSE	Zhang, XR	1
31955	WOS:000212719400008	2011	Computer Technology: An Essential Component for Teaching a Fashion Production Management Course	Lin, SH	1
32009	WOS:000288659800007	2011	The perceived impact of quality audit on the work of academics	Cheng, M	1
32059	WOS:000211966200002	2011	'Transforming the learner' versus 'passing the exam': Understanding the gap between academic and student definitions of quality	Cheng, M	1
32319	WOS:000436379300002	2011	Online collaborative learning: Cultural differences in student satisfaction and performance	Zhu, C	1
32380	WOS:000212371800007	2011	A comparison of propensity score matching methods for reducing selection bias	Bai, HY	1
32456	WOS:000295148700017	2011	Effects of class size on alternative educational outcomes across disciplines	Cheng, DA	1
32524	WOS:000293513800001	2011	The Relationship Between Academic Major and Environmentalism Among College Students: Is it Mediated by the Effects of Gender, Political Ideology and Financial Security?	Lang, KB	1
32642	WOS:000295171400001	2011	Finding Quality Responses: The Problem of Low-Quality Survey Responses and Its Impact on Accountability Measures	Chen, PSD	1
32872	WOS:000210230900001	2011	Free Improvisation; Life Expression	Hong, NH	1
32928	WOS:000219392500003	2011	A Nested Model of Academic Writing Approaches: Chinese International Graduate Students' Views of English Academic Writing	Zhang, Z	1
33139	WOS:000444113800005	2011	E-Leadership in the New Century	Wang, VCX	1
33217	WOS:000213259700009	2011	A practical approach to inquiry-based learning in linear algebra	Chang, JM	1
33227	WOS:000435163500004	2011	Reconsidering the Relationship Between Student Engagement and Persistence in College	Hu, SP	1
33258	WOS:000290443500022	2011	Experiences Teaching Norwegian Engineering Students from a Taiwanese Perspective	Jian, HL	1
33305	WOS:000215836500004	2011	Translating Interviews, Translating Lives: Ethical Considerations in Cross-Language Narrative Inquiry	Li, Y	1
33614	WOS:000290404300007	2011	Where in the World of Sustainability Education is US Geography?	Liu, L	1
33829	WOS:000291959400010	2011	Visualizing Chemistry with Infrared Imaging	Xie, C	1
33939	WOS:000292430700002	2011	Does Merit-Based Aid Affect Degree Production in STEM Fields? Evidence from Georgia and Florida	Zhang, L	1
33949	WOS:000210910300002	2011	Exploring the nature of the researcher-practitioner relationship in qualitative educational research publications	Yu, K	1
34024	WOS:000294088400001	2011	Scholarship Awards, Student Engagement, and Leadership Capacity of High-Achieving Low-Income Students of Color	Hu, SP	1
34176	WOS:000305249700009	2012	Teacher education, the global financial crisis, frogs and bicycles	Ling, L	1
34185	WOS:000306378200007	2012	Teacher: students' interpersonal relationships and students' academic achievements in social studies	Fan, FA	1
34240	WOS:000213536300005	2012	Developing Animated Cartoons for Economic Teaching	Zhang, YA	1
34487	WOS:000309201600004	2012	Students' Perceptions of Dynamics Concept Pairs and Correlation with Their Problem-Solving Performance	Fang, N	1
34971	WOS:000215055400010	2012	RECONSTRUCTING TRANSITION KNOWLEDGE IN TAIWAN	Cheng, CC	1
35270	WOS:000210178400009	2012	Peer Assessment of Soft Skills and Hard Skills	Zhang, A	1
35499	WOS:000212657000005	2012	The development of a learning community in an e-learning environment	Chang, H	1
35799	WOS:000305066000007	2012	Teacher career motivation and professional development in special and inclusive education: perspectives from Chinese teachers	Feng, Y	1
35819	WOS:000210178400004	2012	Cooperative Learning and Soft Skills Training in an IT Course	Zhang, A	1
35889	WOS:000217587000002	2012	Using Tree Diagrams as an Assessment Tool in Statistics Education	Yin, Y	1
35898	WOS:000309387300019	2012	A Student-Centered Active Learning Approach to Teaching Grant Proposal Writing in a Ph.D. in Engineering Education Program	Fang, N	1
36093	WOS:000307954800003	2012	Impact of Rater Characteristics and Prosodic Features of Speaker Accentedness on Ratings of International Teaching Assistants' Oral Performance	Kang, O	1
36163	WOS:000304471700007	2012	Teaching molecular phylogenetics through investigating a real-world phylogenetic problem	Zhang, XR	1
36212	WOS:000301275600012	2012	Effects of the application of graphing calculator on students' probability achievement	Tan, CK	1
36361	WOS:000212476600008	2012	The emotional impact of being recently diagnosed with dyslexia from the perspective of chiropractic students	Kong, SY	1
36533	WOS:000308966600004	2012	Examining massification policies and their consequences for equality in Chinese higher education: A cultural perspective	Liu, J	1
36585	WOS:000306086500005	2012	A comparative study of effectiveness of peer assessment of individuals' contributions to group projects in undergraduate construction management core units	Jin, XH	1
36600	WOS:000302286300006	2012	Out of the ivory tower: the impact of wider social contact on the values, religious beliefs and identities of Chinese postgraduate students in the UK	Li, DG	1
36840	WOS:000307398200003	2012	The Relationship of Lexical Richness to the Quality of ESL Learners' Oral Narratives	Lu, XF	1
37017	WOS:000219430800002	2012	Improving Course Related Information of Computing Degree Courses for Enhancing Learner Development	Liu, HM	1
37070	WOS:000453571100006	2012	A CASE STUDY OF HABITUS AND FIELD: THE CHINESE RURAL STUDENTS ON THE UNIVERSITY CAMPUS	Dong, JY	1
37120	WOS:000211568800006	2012	E-Portfolio for enhancing graduate research supervision	Le, Q	1
37129	WOS:000300546800012	2012	Using Molecular Modeling in Teaching Group Theory Analysis of the Infrared Spectra of Organornetallic Compounds	Wang, LH	1
37306	WOS:000409807000007	2012	Comparison of American and Chinese College Students' Perception of Instructor Authority	Li, T	1
37533	WOS:000306742600011	2012	Learner contribution to English language learning: Chinese research students' agency and their transitional experiences in Australia	Xu, JW	1
37556	WOS:000452785700005	2012	Transitioning Challenges Faced by Chinese Graduate Students	Huang, Y	1
37592	WOS:000309797700007	2012	CORRELATES OF CONDOM USE AMONG CHINESE COLLEGE STUDENTS IN HUNAN PROVINCE	Xiao, ZW	1
37624	WOS:000409452300002	2012	Stability of Educational Expectations Among Baccalaureate Aspirants Beginning at Community Colleges	Wang, XL	1
37737	WOS:000298262500005	2012	The politics of teaching evolution, science education standards, and Being a creationist	Long, DE	1
38007	WOS:000421789800003	2012	Originality of Expression and Formal Citation Practices Perceptions of Students and Professors	Shi, L	1
38019	WOS:000212124700003	2012	Turning around low-performing private universities in China: A perspective of organisational ecology	Li, XF	1
38035	WOS:000307124800001	2012	Transformations of Chinese international students understood through a sense of wholeness	Wang, YN	1
38365	WOS:000211942500008	2012	What are the roles that children's drawings play in inquiry of science concepts?	Chang, N	1
38385	WOS:000303347700005	2012	Student Evaluation of Instruction: In the New Paradigm of Distance Education	Liu, OL	1
38639	WOS:000216040400005	2012	How Do Elementary Preservice Teachers Form Beliefs and Attitudes Toward Geometry Learning? Implications for Teacher Preparation Programs	Yang, KJ	1
38728	WOS:000302142000001	2012	Cultural capital and gender differences in parental involvement in children's schooling and higher education choice in China	Sheng, XM	1
38825	WOS:000437556700002	2012	International graduates from Finland: Do they satisfy the needs of Finnish employers abroad?	Cai, YZ	1
38890	WOS:000305705500007	2012	Examining 'active' procrastination from a self-regulated learning perspective	Cao, L	1
39052	WOS:000302758000030	2012	Using Group-Inquiry To Study Differing Reaction Conditions in the E2 Elimination of Cyclohexyl Halides	Long, RD	1
39118	WOS:000300435200002	2012	The Development of Transnational Higher Education in China: A Comparative Study of Research Universities and Teaching Universities	Fang, WH	1
39217	WOS:000302936500026	2012	Using asynchronous electronic surveys to help in-class revision: A case study	Tong, VCH	1
39317	WOS:000305681100001	2012	Institutional Characteristics and College Student Dropout Risks: A Multilevel Event History Analysis	Chen, R	1
39397	WOS:000299090000006	2012	Higher education from massification to universal access: a perspective from Japan	Huang, FT	1
39405	WOS:000213000900004	2012	Art Trek: Looking at art with young children	Chang, E	1
39470	WOS:000212655900003	2012	Western concepts, Chinese context: A note on teaching accounting offshore	Yang, HH	1
39696	WOS:000409807000005	2012	A Place We Call Home - International Students in Virtual Context	Zhu, Z	1
39833	WOS:000311912000004	2012	Accountability and professionalism: a contradiction in terms?	Cheng, M	1
39971	WOS:000312683900009	2012	Implicit theories, epistemic beliefs, and science motivation: A person-centered approach	Chen, JA	1
39983	WOS:000301109100012	2012	Student Satisfaction, Performance, and Knowledge Construction in Online Collaborative Learning	Zhu, C	1
40048	WOS:000438690900002	2012	E-Learner Characteristics and E-Learner Satisfaction: A Study of Taiwanese EFL University Students	Chen, PH	1
40079	WOS:000210519700006	2012	Integrating creativity training into Problem and Project-Based Learning curriculum in engineering education	Zhou, CF	1
40257	WOS:000310487000003	2012	Mainland Chinese students' group work adaptation in a UK business school	Wang, Y	1
40483	WOS:000210711100002	2012	Understanding the Memorable Messages First-Generation College Students Receive from On-Campus Mentors	Wang, TR	1
40611	WOS:000213322800007	2012	Constructing teacher identity through technology field practice	Gao, P	1
41053	WOS:000409764800004	2012	Academic Performance of Community College Transfers: Psychological, Sociodemographic, and Educational Correlates	Wang, X	1
41379	WOS:000437556700003	2012	Easing transition and promoting a positive student experience within an international partnership scheme for British and Chinese teachers	Li, DG	1
41481	WOS:000212263100002	2012	The state of the digital humanities A report and a critique	Liu, A	1
41611	WOS:000300546800016	2012	A Safe and Interactive Method of Illuminating Discharge Tubes for Studying Emission Spectra	Lu, Z	1
41682	WOS:000433384600002	2012	Liberal Arts in China's Modern Universities: Lessons from the Great Catholic Educator and Statesman, Ma Xiangbo	Jiang, YG	1
43648	WOS:000213263600011	2013	Textbook research as scientific research: towards a common ground on issues and methods of research on mathematics textbooks	Fan, LH	1
43885	WOS:000319255400013	2013	LANGUAGE DEVELOPMENT AND SCAFFOLDING IN A SINO-AMERICAN TELECOLLABORATIVE PROJECT	Jin, L	1
43917	WOS:000316970800007	2013	The use of literacy bags promotes parental involvement in Chinese children's literacy learning in the English language	Huang, SH	1
44001	WOS:000209383300007	2013	Investigating the use of text messages in mobile learning	Geng, G	1
44146	WOS:000328108300006	2013	Experienced journal reviewers' perceptions of and engagement with the task of reviewing: an Australian perspective	Lu, YP	1
44371	WOS:000319652000005	2013	Issues surrounding English, the internationalisation of higher education and national cultural identity in Asia: a focus on Japan	Ha, PL	1
