Article_ID	WOS_ID	Year	Title	Authors	Addresses	Affiliations
6446	WOS:000234639800006	2006	Structure of interests in Japan: Application of the personal globe inventory occupational scales	Long, LR; Watanabe, N; Tracey, TJG	Arizona State Univ, Dept Educ Psychol, Tempe, AZ 85287 USA; Huazhong Univ Sci & Technol, Dept Psychol, Wuhan 430074, Peoples R China; Keio Univ, Grad Sch Business, Yokohama, Kanagawa 223, Japan	Arizona State University; Arizona State University-Tempe; Huazhong University of Science & Technology; Keio University
7149	WOS:000247810000001	2007	Community-organizing agent: An artificial intelligent system for building learning communities among large numbers of learners	Yang, F; Wang, MJ; Shen, RM; Han, P	Shanghai Jiao Tong Univ, Dept Comp Sci & Engn, Shanghai 200030, Peoples R China; San Diego State Univ, San Diego, CA 92182 USA	Shanghai Jiao Tong University; California State University System; San Diego State University
7824	WOS:000212871600003	2007	Postgraduate Educational Aspirations and Policy Implications: A case study of university students in western China	Li, PS; Li, LM; Zong, L	[Li, Peter; Zong, Li] Univ Saskatchewan, 9 Campus Dr, Saskatoon, SK S7N 5A5, Canada; [Li, Liming] Xi An Jiao Tong Univ, Xian, Peoples R China	University of Saskatchewan; Xi'an Jiaotong University
12323	WOS:000253554900001	2008	Cultural adaptation of the focus on kids program for college students in China	Li, XM; Stanton, B; Wang, B; Mao, R; Zhang, HS; Qu, MF; Sun, ZF; Wang, J	[Li, Xiaoming; Stanton, Bonita; Wang, Bo] Wayne State Univ, Sch Med, Pediat Prevent Res Ctr, Detroit, MI 48201 USA; [Mao, Rong; Zhang, Hongshia; Qu, Minfeng; Sun, Zhifeng; Wang, Jing] Nanjing Univ, Inst Mental Hlth, Nanjing 210008, Peoples R China	Wayne State University; Nanjing University
12440	WOS:000260132200011	2008	Increasing interactivity in blended classrooms through a cutting-edge mobile learning system	Shen, RM; Wang, MJ; Pan, XY	[Shen, Ruimin] Shanghai Jiao Tong Univ, World renowned e Learning Lab, Shanghai, Peoples R China; [Shen, Ruimin; Pan, Xiaoyan] Shanghai Jiao Tong Univ, Network Educ Coll, Shanghai, Peoples R China; [Wang, Minjuan] San Diego State Univ, San Diego, CA 92182 USA	Shanghai Jiao Tong University; Shanghai Jiao Tong University; California State University System; San Diego State University
12558	WOS:000270807700002	2008	Assessment purposes and procedures in ESL/EFL classrooms	Cheng, LY; Rogers, WT; Wang, XY	[Cheng, Liying] Queens Univ, Fac Educ, AEG, Kingston, ON K7L 3N6, Canada; [Rogers, W. Todd] Univ Alberta, Ctr Res Appl Measurement & Evaluat, Edmonton, AB T6G 2M7, Canada; [Wang, Xiaoying] BFSU, Sch English & Int Studies, Beijing, Peoples R China	Queens University - Canada; University of Alberta; Beijing Foreign Studies University
12682	WOS:000251577400007	2008	Students' conceptions of ionisation energy: A cross-cultural study	Tan, KCD; Taber, KS; Liu, XF; Coll, RK; Lorenzo, M; Li, J; Goh, NK; Chia, LS	[Tan, Kim Chwee Daniel; Goh, Ngoh Khang; Chia, Lian Sai] Nanyang Technol Univ, Natl Inst Educ, Singapore 637616, Singapore; [Taber, Keith S.] Univ Cambridge, Cambridge CB2 1TN, England; [Liu, Xiufeng] SUNY Buffalo, Buffalo, NY 14260 USA; [Coll, Richard K.] Univ Waikato, Waikato, New Zealand; [Li, Jia] S China Normal Univ, Guangzhou, Peoples R China	Nanyang Technological University; National Institute of Education (NIE) Singapore; University of Cambridge; State University of New York (SUNY) System; University at Buffalo, SUNY; University of Waikato; South China Normal University
13836	WOS:000255468300002	2008	Do they learn differently? An investigation of the pre-service teachers from US and China	You, Z; Jia, F	[You, Zhuran] Purdue Univ, Coll Educ, W Lafayette, IN 47906 USA; [Jia, Fenran] Capital Normal Univ, Coll Liberal Arts, Beijing, Peoples R China	Purdue University System; Purdue University; Capital Normal University
14833	WOS:000210693300006	2008	Exploring Emotion in Teaching: Emotional Labor, Burnout, and Satisfaction in Chinese Higher Education	Zhang, Q; Zhu, WH	[Zhang, Qin] Fairfield Univ, Dept Commun, Fairfield, CT 06824 USA; [Zhu, Weihong] Cent China Normal Univ, Dept English, Wuhan, Peoples R China	Fairfield University; Central China Normal University
15873	WOS:000262331300012	2009	Psychosocial correlates of cigarette smoking among college students in China	Mao, R; Li, XM; Stanton, B; Wang, J; Hong, Y; Zhang, HS; Chen, XG	[Li, Xiaoming; Stanton, Bonita; Chen, Xinguang] Wayne State Univ, Sch Med, Carmen & Ann Adams Dept Pediat, Prevent Res Ctr, Detroit, MI 48202 USA; [Mao, Rong; Wang, Jing; Zhang, Hongshia] Nanjing Univ, Inst Mental Hlth, Nanjing 210093, Peoples R China; [Hong, Yan] Texas A&M Hlth Sci Ctr, Sch Rural Publ Hlth, Dept Social & Behav Hlth, College Stn, TX 77843 USA	Wayne State University; Nanjing University; Texas A&M University System; Texas A&M University College Station; Texas A&M Health Science Center
16960	WOS:000266921500008	2009	The impact of mobile learning on students' learning behaviours and performance: Report from a large blended classroom	Wang, MJ; Shen, RM; Novak, D; Pan, XY	[Wang, Minjuan; Novak, Daniel] San Diego State Univ, San Diego, CA 92182 USA; [Shen, Ruimin; Pan, Xiaoyan] Shanghai Jiao Tong Univ, Network Educ Coll, Shanghai 200030, Peoples R China; [Shen, Ruimin] E Learning Lab, Shanghai, Peoples R China	California State University System; San Diego State University; Shanghai Jiao Tong University
16987	WOS:000271490000010	2009	Mobile Learning in a Large Blended Computer Science Classroom: System Function, Pedagogies, and Their Impact on Learning	Shen, RM; Wang, MJ; Gao, WP; Novak, D; Tang, L	[Shen, Ruimin; Tang, Lin] Shanghai Jiao Tong Univ, E Learning Lab, Shanghai 200030, Peoples R China; [Shen, Ruimin; Gao, Wanping; Tang, Lin] Shanghai Jiao Tong Univ, Network Educ Coll, Shanghai 200030, Peoples R China; [Wang, Minjuan; Novak, Daniel] San Diego State Univ, San Diego, CA 92182 USA	Shanghai Jiao Tong University; Shanghai Jiao Tong University; California State University System; San Diego State University
17050	WOS:000271249600006	2009	Teacher Assessment Knowledge and Practice: A Narrative Inquiry of a Chinese College EFL Teacher's Experience	Xu, YT; Liu, YC	[Xu, Yueting] Guangdong Univ Foreign Studies, Sch English & Educ, Guangzhou, Guangdong, Peoples R China; [Liu, Yongcan] Univ Exeter, Grad Sch Educ, Exeter, Devon, England	Guangdong University of Foreign Studies; University of Exeter
17101	WOS:000263633200013	2009	PROMOTING CULTURAL COMPETENCE IN COUNSELING ASIAN AMERICAN CHILDREN AND ADOLESCENTS	Zhou, Z; Sm, CR; Xin, T	[Zhou, Zheng] St Johns Univ, Dept Psychol, Queens, NY 11439 USA; [Xin, Tao] Beijing Normal Univ, Beijing 100875, Peoples R China	Saint John's University; Beijing Normal University
17327	WOS:000265530200013	2009	Affective e-Learning: Using Emotional Data to Improve Learning in Pervasive Learning Environment	Shen, LP; Wang, MJ; Shen, RM	[Shen, Liping; Shen, Ruimin] Shanghai Jiao Tong Univ, Dept Comp Sci & Engn, Shanghai, Peoples R China; [Wang, Minjuan] San Diego State Univ, Dept Educ Technol, San Diego, CA 92182 USA	Shanghai Jiao Tong University; California State University System; San Diego State University
17717	WOS:000263256500005	2009	Using a Corpus-Based Lexicogrammatical Approach to Grammar Instruction in EFL and ESL Contexts	Liu, DL; Jiang, P	[Liu, Dilin] Univ Alabama, Dept English, Tuscaloosa, AL 35406 USA; [Jiang, Ping] Nanchang Univ, Dept English, Sch Foreign Language Studies, Nanchang 330031, Jiangxi, Peoples R China	University of Alabama System; University of Alabama Tuscaloosa; Nanchang University
17950	WOS:000265229700006	2009	Task Values, Cost, and Choice Decisions in College Physical Education	Chen, A; Liu, XL	[Chen, Ang] Univ N Carolina, Dept Exercise & Sport Sci, Greensboro, NC 27412 USA; [Liu, Xinlan] Southeast Univ, Dept Phys Educ, Nanjing, Peoples R China	University of North Carolina; University of North Carolina Greensboro; Southeast University - China
18280	WOS:000264646800003	2009	What undergraduate students in China say about their professors' teaching	Tam, KY; Heng, MA; Jiang, G	[Heng, Mary Anne] Nanyang Technol Univ, Natl Inst Educ, Singapore 2263, Singapore; [Tam, Kai Yung (Brian); Jiang, Gladys H.] Xiamen Univ, Xiamen, Peoples R China	Nanyang Technological University; National Institute of Education (NIE) Singapore; Xiamen University
18348	WOS:000266110400008	2009	Orthography and the Development of Reading Processes: An Eye-Movement Study of Chinese and English	Feng, G; Miller, K; Shu, H; Zhang, HC	[Feng, Gary] Duke Univ, Dept Psychol & Neurosci, Durham, NC 27708 USA; [Miller, Kevin] Univ Michigan, Ann Arbor, MI 48109 USA; [Shu, Hua; Zhang, Houcan] Beijing Normal Univ, Beijing 100875, Peoples R China	Duke University; University of Michigan System; University of Michigan; Beijing Normal University
18659	WOS:000266643900009	2009	Chinese students' perceptions of a collaborative e-learning environment and factors affecting their performance: implementing a Flemish e-learning course in a Chinese educational context	Zhu, C; Valcke, M; Schellens, T; Li, YF	[Zhu, Chang; Valcke, Martin; Schellens, Tammy] Univ Ghent, Dept Educ Studies, B-9000 Ghent, Belgium; [Li, Yifei] Beijing Normal Univ, Sch Educ, Beijing 100875, Peoples R China	Ghent University; Beijing Normal University
19516	WOS:000271911400005	2009	Learning of content knowledge and development of scientific reasoning ability: A cross culture comparison	Bao, L; Fang, K; Cai, TF; Wang, J; Yang, LJ; Cui, LL; Han, J; Ding, L; Luo, Y	[Bao, Lei; Wang, Jing; Han, Jing; Ding, Lin] Ohio State Univ, Dept Phys, Columbus, OH 43210 USA; [Fang, Kai] Tongji Univ, Dept Phys, Shanghai 200092, Peoples R China; [Cai, Tianfang] Beijing Jiaotong Univ, Dept Phys, Beijing 100044, Peoples R China; [Cui, Lili] Univ Maryland Baltimore Cty, Dept Phys, Baltimore, MD 21250 USA; [Luo, Ying] Beijing Normal Univ, Dept Phys, Beijing 100875, Peoples R China	University System of Ohio; Ohio State University; Tongji University; Beijing Jiaotong University; University System of Maryland; University of Maryland Baltimore County; Beijing Normal University
19936	WOS:000212706700004	2009	Information and Communication Technology in China: Connecting One Billion People for Education	Li, XB; Huang, YX; Tang, XY	[Li, Xiaobin] Brock Univ, St Catharines, ON, Canada; [Huang, Yuxing; Tang, Xiayun] Fujian Normal Univ, Fujian, Peoples R China	Brock University; Fujian Normal University
19995	WOS:000420306800009	2009	English Language Attrition in Short Conversation and Passage Listening Comprehension	Zhonggen, Y; Heng, CS	[Zhonggen, Yu] Nanjing Univ Posts Telecommun, Tongda Coll, Dept Foreign Languages, Nanjing, Jiangsu, Peoples R China; [Heng, Chan Swee] Univ Putra Malaysia, Fac Modern Languages & Commun, Dept English, Serdang, Malaysia	Nanjing University of Posts & Telecommunications; Universiti Putra Malaysia
20898	WOS:000262893700016	2009	The gender difference of peer influence in higher education	Han, L; Li, T	[Li, Tao] Peking Univ, Shenzhen Grad Sch Business, Shenzhen 518055, Peoples R China; [Han, Li] Harvard Univ, Littauer Ctr, Cambridge, MA 02138 USA; [Li, Tao] Cent Univ Finance & Econ, CEMA, Beijing 100081, Peoples R China	Peking University; Harvard University; Central University of Finance & Economics
22048	WOS:000422408600005	2010	Transformation of China's Key Science and Technology Universities in the Move to Mass Higher Education	Zhou, GL; Zha, Q	[Zhou Guangli] Huazhong Univ Sci & Technol, Sch Educ Res, Wuhan 430074, Hubei, Peoples R China; [Zha, Qiang] York Univ, N York, ON M3J 1P3, Canada	Huazhong University of Science & Technology; York University - Canada
22196	WOS:000284412100011	2010	Initial knowledge of medical professionalism among Chinese medical students	Jiang, S; Yan, Z; Xie, XD; Tang, WJ; Lu, F; He, JC	[Jiang, Suo; Xie, Xiaodan; He, Jincai] Wenzhou Med Coll, Dept Psychol, Wenzhou 325035, Zhejiang, Peoples R China; [Tang, Wenjie] Wenzhou Med Coll, Mental Hlth Res Ctr, Wenzhou 325035, Zhejiang, Peoples R China; [Lu, Fan] Wenzhou Med Coll, Sch Ophthalmol & Optometry, Wenzhou 325035, Zhejiang, Peoples R China; [Yan, Zheng] SUNY, Dept Educ & Counseling Psychol, New York, NY USA	Wenzhou Medical University; Wenzhou Medical University; Wenzhou Medical University; State University of New York (SUNY) System; SUNY Optometry; SUNY Community College; SUNY Maritime College
22214	WOS:000275206700005	2010	Being Bullied and Psychosocial Adjustment Among Middle School Students in China	Cheng, YL; Newman, IM; Qu, M; Mbulo, L; Chai, Y; Chen, Y; Shell, DF	[Newman, Ian M.] Univ Nebraska, Nebraska Prevent Ctr Alcohol & Drug Abuse, Lincoln, NE 68588 USA; [Cheng, Yulan] Chinese Ctr Dis Control & Prevent, Natl Inst Hlth Educ, Beijing 100011, Peoples R China; [Qu, Ming] Nebraska Dept Hlth & Human Serv, Div Publ Hlth, Publ Hlth Support Unit, Lincoln, NE 68509 USA; [Mbulo, Lazarous] Nebraska Dept Hlth & Human Serv, Div Hlth Promot & Dis Prevent, Lincoln, NE 68509 USA; [Chai, Yan; Chen, Yan] Chinese Ctr Dis Control & Prevent, Natl Inst Hlth Educ, Beijing 100011, Peoples R China; [Shell, Duane F.] Univ Nebraska, Dept Educ Psychol, Lincoln, NE 68588 USA	University of Nebraska System; University of Nebraska Lincoln; Chinese Center for Disease Control & Prevention; Chinese Center for Disease Control & Prevention; University of Nebraska System; University of Nebraska Lincoln
22440	WOS:000278939600003	2010	Issues of cultural appropriateness and pedagogical efficacy: exploring peer review in a second language writing class	Hu, GW; Lam, STE	[Hu, Guangwei] Nanyang Technol Univ, Natl Inst Educ, English Language & Literature Acad Grp, Singapore 637616, Singapore; [Lam, Sandra Tsui Eu] SW Univ Finance & Econ, Chengdu, Peoples R China	Nanyang Technological University; National Institute of Education (NIE) Singapore; Southwestern University of Finance & Economics - China
23395	WOS:000280743400006	2010	THEORY-BASED HIV-RELATED SEXUAL RISK REDUCTION PREVENTION FOR CHINESE FEMALE RURAL-TO-URBAN MIGRANTS	Lin, DH; Li, XM; Stanton, B; Fang, XY; Lin, XY; Xu, XYN; Ma, LX; Xia, CC	[Lin, Danhua; Fang, Xiaoyi; Lin, Xiuyun; Xu, Xiaoyenan; Ma, Lixia; Xia, Cuicui] Beijing Normal Univ, Inst Dev Psychol, Beijing, Peoples R China; [Li, Xiaoming; Stanton, Bonita] Wayne State Univ, Sch Med, Pediat Prevent Res Ctr, Detroit, MI 48201 USA	Beijing Normal University; Wayne State University
23513	WOS:000422408600006	2010	Commercial Civil Society: A Perspective on Private Higher Education in China	Yan, FQ; Lin, J	[Yan Fengqiao] Peking Univ, Grad Sch Educ, Beijing 100871, Peoples R China; [Lin, Jing] Univ Maryland, Coll Educ, College Pk, MD 20742 USA	Peking University; University System of Maryland; University of Maryland College Park
23521	WOS:000214121100002	2010	Taking language learning outside the classroom: learners' perspectives of eTandem learning via Skype	Tian, JQ; Wang, YP	[Tian, Jianqiu] Peking Univ, Dept English, Beijing, Peoples R China; [Wang, Yuping] Griffith Univ, Sch Languages & Linguist, Nathan, Qld, Australia	Peking University; Griffith University
23808	WOS:000282532900006	2010	CHALLENGES, STRATEGIES, AND LESSONS LEARNED FROM A PARTICIPATORY COMMUNITY INTERVENTION STUDY TO PROMOTE FEMALE CONDOMS AMONG RURAL SEX WORKERS IN SOUTHERN CHINA	Weeks, MR; Liao, SS; Li, F; Li, JH; Dunn, J; He, B; He, QY; Feng, WP; Wang, YH	[Weeks, Margaret R.; Li, Jianghong; Dunn, Jennifer] Inst Community Res, Hartford, CT USA; [Liao, Susu; Li, Fei; Wang, Yanhong] Chinese Acad Med Sci, Beijing 100037, Peoples R China; [Liao, Susu; Li, Fei; Wang, Yanhong] Peking Union Med Coll, Dept Epidemiol, Inst Basic Med Sci, Beijing 100037, Peoples R China; [He, Bin; He, Qiya] Hainan Ctr Dis Prevent & Control, Div HIV AIDS, Haikou, Hainan, Peoples R China; [Feng, Weiping] Chengmai Cty Ctr Dis Prevent & Control, Div HIV AIDS, Jinjiang, Hainan, Peoples R China	Chinese Academy of Medical Sciences - Peking Union Medical College; Institute of Basic Medical Sciences - CAMS; Chinese Academy of Medical Sciences - Peking Union Medical College; Peking Union Medical College
25713	WOS:000217181600001	2010	COUNTRY REPORT Pharmacy Education Quality Assurance in China: Moving Towards a National Accreditation System?	Xu, XY; Wu, XM; Wang, JP; Davey, AK	[Xu, Xiaoyuan; Wu, Xiaming] China Pharmaceut Univ, Off Educ Adm, Nanjing 210009, Peoples R China; [Wang, Jiping; Davey, Andrew K.] Univ South Australia, Sch Pharm & Med Sci, GPO Box 2471, Adelaide, SA 5001, Australia	China Pharmaceutical University; University of South Australia
25927	WOS:000215053400001	2010	READING DISABILITIES OF CHINESE ELEMENTARY SCHOOL STUDENTS: BEYOND THE PHONOLOGICAL DEFICITS OF SINGLE-CHARACTER IDENTIFICATION	Jin, H; Lin, D; Zhang, DK; Wen, HB; Zhu, HH; He, XY; Mo, L	[Jin, Hua; Wen, Hongbo; Zhu, Huohong; He, Xianyou; Mo, Lei] South China Normal Univ, Guangzhou, Guangdong, Peoples R China; [Lin, Dan] Chinese Univ Hong Kong, Hong Kong, Hong Kong; [Zhang, Dake] Purdue Univ, W Lafayette, IN 47907 USA	South China Normal University; Chinese University of Hong Kong; Purdue University System; Purdue University
26490	WOS:000275272800008	2010	South China Education Majors' Epistemological Beliefs and their Conceptions of the Nature of Science	Chai, CS; Deng, F; Wong, B; Qian, YY	[Chai, Ching Sing; Deng, Feng; Wong, Benjamin] Nanyang Technol Univ, Singapore 639798, Singapore; [Qian, Yangyi] S China Normal Univ, Guangzhou, Guangdong, Peoples R China	Nanyang Technological University; South China Normal University
26645	WOS:000283986100005	2010	Evaluating undergraduate courses in tourism management: A comparison between Australia and China	Wang, J; Huyton, J; Gao, XC; Ayres, H	[Wang, Jie] Univ Queensland, Sch Tourism, Brisbane, Qld 4072, Australia; [Wang, Jie] Nanjing Univ Informat Sci & Technol, Nanjing, Peoples R China; [Huyton, Jeremy] Kaplan Solut Australia, Sydney, NSW 2001, Australia; [Gao, Xiaochun] Natl Australian Bank, Fortitude Valley, Qld 4006, Australia; [Ayres, Helen] Univ Canberra, Fac Business & Govt, Canberra, ACT 2601, Australia	University of Queensland; Nanjing University of Information Science & Technology; University of Canberra
26834	WOS:000272891500007	2010	ADHD Symptomatology and Adjustment to College in China and the United States	Norvilitis, JM; Sun, L; Zhang, J	[Norvilitis, Jill M.; Sun, Ling; Zhang, Jie] SUNY Coll Buffalo, Buffalo, NY 14222 USA; [Sun, Ling] Cent Univ Finance & Econ, Beijing, Peoples R China	State University of New York (SUNY) System; Buffalo State University; Central University of Finance & Economics
27980	WOS:000297290300005	2011	Learning a Tonal Language by Attending to the Tone: An In Vivo Experiment	Liu, Y; Wang, M; Perfetti, CA; Brubaker, B; Wu, SM; MacWhinney, B	[Wang, Min] Univ Maryland, Inst Child Study, Dept Human Dev, College Pk, MD 20742 USA; [Liu, Ying; Perfetti, Charles A.] Univ Pittsburgh, Pittsburgh, PA 15260 USA; [Liu, Ying] Liaoning Normal Univ, Dalian, Peoples R China; [Brubaker, Brian; Wu, Sumei; MacWhinney, Brian] Carnegie Mellon Univ, Pittsburgh, PA 15213 USA	University System of Maryland; University of Maryland College Park; Pennsylvania Commonwealth System of Higher Education (PCSHE); University of Pittsburgh; Liaoning Normal University; Carnegie Mellon University
28186	WOS:000293878700001	2011	Writing Strengthens Orthography and Alphabetic-Coding Strengthens Phonology in Learning to Read Chinese	Guan, CQ; Liu, Y; Chan, DHL; Ye, FF; Perfetti, CA	[Guan, Connie Qun] E China Normal Univ, Sch Foreign Languages, Shanghai 200062, Peoples R China; [Guan, Connie Qun] Florida State Univ, Dept Psychol, Tallahassee, FL 32306 USA; [Liu, Ying] LiaoNing Normal Univ, Dept Psychol, Dalian, Peoples R China; [Chan, Derek Ho Leung; Ye, Feifei; Perfetti, Charles A.] Univ Pittsburgh, Ctr Learning Res & Dev, Pittsburgh, PA 15260 USA	East China Normal University; State University System of Florida; Florida State University; Liaoning Normal University; Pennsylvania Commonwealth System of Higher Education (PCSHE); University of Pittsburgh
28240	WOS:000292768500012	2011	Relations of SARS-Related Stressors and Coping to Chinese College Students' Psychological Adjustment During the 2003 Beijing SARS Epidemic	Main, A; Zhou, Q; Ma, Y; Luecken, LJ; Liu, X	[Main, Alexandra; Zhou, Qing] Univ Calif Berkeley, Dept Psychol, Berkeley, CA 94720 USA; [Ma, Yue] Univ S Florida, Off Decis Support, Tampa, FL 33620 USA; [Luecken, Linda J.] Arizona State Univ, Dept Psychol, Tempe, AZ 85287 USA; [Liu, Xin] Commun Univ China, Psychol Hlth Educ Ctr, Students Affairs Dept, Beijing, Peoples R China	University of California System; University of California Berkeley; State University System of Florida; University of South Florida; Arizona State University; Arizona State University-Tempe; Communication University of China
28711	WOS:000292492100006	2011	An international comparison of Korean and Chinese nursing students with nursing curricula and educational outcomes	Lee, HY; Kim, Y; Kang, H; Fan, XZ; Ling, M; Yuan, QH; Lee, J	[Lee, Hyang-Yeon; Kim, YoonHee; Kang, HyunSook; Lee, Jia] Kyung Hee Univ, Coll Nursing Sci, Seoul 130701, South Korea; [Fan, Xiuzhen; Ling, Min; Yuan, Qiuhuan] San Dong Univ, Sch Nursing, Sand Dong, Peoples R China	Kyung Hee University
28803	WOS:000298019600012	2011	From students' and teachers' perspectives: Metaphor analysis of beliefs about EFL teachers' roles	Wan, W; Low, GD; Li, M	[Wan, Wan; Low, Graham David] Univ York, Dept Educ, York YO10 5DD, N Yorkshire, England; [Li, Miao] N China Inst Sci & Technol, Dept Foreign Language, Sanhe City, Hebei Province, Peoples R China	University of York - UK; North China Institute Science & Technology
28857	WOS:000291058300004	2011	Effect of social cognitive theory-based HIV education prevention program among high school students in Nanjing, China	Li, XM; Zhang, LY; Mao, R; Zhao, Q; Stanton, B	[Li, Xiaoming; Zhang, Liying; Zhao, Qun; Stanton, Bonita] Wayne State Univ, Carman & Ann Adams Dept Pediat, Prevent Res Ctr, Sch Med, Detroit, MI 48201 USA; [Mao, Rong] Nanjing Univ, Inst Mental Hlth, Nanjing 210093, Jiangsu, Peoples R China	Wayne State University; Nanjing University
29124	WOS:000288568600004	2011	State of Research on Giftedness and Gifted Education: A Survey of Empirical Studies Published During 1998-2010 (April)	Dai, DY; Swanson, JA; Cheng, HY	[Dai, David Yun] SUNY Albany, Educ Psychol & Methodol ED233, Albany, NY 12222 USA; [Cheng, Hongyu] Zhejiang Univ, Coll Educ, Hangzhou, Zhejiang, Peoples R China	State University of New York (SUNY) System; University at Albany, SUNY; Zhejiang University
29660	WOS:000293751300002	2011	A Spiral Step-by-Step Educational Method for Cultivating Competent Embedded System Engineers to Meet Industry Demands	Jing, L; Cheng, ZX; Wang, JB; Zhou, YH	[Jing, Lei; Cheng, Zixue] Univ Aizu, Sch Engn & Comp Sci, Aizu Wakamatsu 9658580, Japan; [Wang, Junbo] Univ Aizu, Grad Sch Comp Sci & Engn, Aizu Wakamatsu 9658580, Japan; [Zhou, Yinghui] Yanshan Univ, Sch Elect Engn, Qinhuangdao 066004, Peoples R China	University of Aizu; University of Aizu; Yanshan University
29727	WOS:000286930400014	2011	Collaborative Learning Using Wiki Web Sites for Computer Science Undergraduate Education: A Case Study	Tsai, WT; Li, W; Elston, J; Chen, YN	[Tsai, Wei-Tek; Elston, Jay; Chen, Yinong] Arizona State Univ, Sch Comp Informat & Decis Syst Engn, Tempe, AZ 85287 USA; [Li, Wu] Arizona State Univ, Dept Comp Sci & Engn, Tempe, AZ 85287 USA; [Tsai, Wei-Tek] Tsinghua Univ, Dept Comp Sci, Beijing 100084, Peoples R China	Arizona State University; Arizona State University-Tempe; Arizona State University; Arizona State University-Tempe; Tsinghua University
30135	WOS:000211643400002	2011	A comparative study of environmental knowledge, attitudes and behaviors among university students in China	He, XQ; Hong, T; Liu, L; Tiefenbacher, J	[He, Xueqin; Hong, Ting; Tiefenbacher, John] Texas State Univ San Marcos, Dept Geog, San Marcos, TX 78666 USA; [Liu, Lan] Shanghai Normal Univ, Dept Geog, Shanghai, Peoples R China	Texas State University System; Texas State University San Marcos; Shanghai Normal University
30968	WOS:000420332200008	2011	Developing a Listening Comprehension Problem Scale for University Students' Metacognitive Awareness	Zhang, ZH; Zhang, LJ	[Zhang, Zhenghou] Weifang Med Univ, English Appl Linguist, Weifang, Peoples R China; [Zhang, Lawrence Jun] Univ Auckland, English & Literacy Educ, Auckland, New Zealand	Shandong Second Medical University; University of Auckland
31292	WOS:000287427900015	2011	A New Method for Obtaining Russell-Saunders Terms	Liu, Y; Liu, Y; Liu, BH	[Liu, Ying; Liu, Yue] Shenyang Normal Univ, Coll Chem & Life Sci, Shenyang 110034, Peoples R China; [Liu, Bihui] Wabash Coll, Crawfordsville, IN 47933 USA	Shenyang Normal University
31357	WOS:000286930400007	2011	A Multiple-Sessions Interactive Computer-Based Learning Tool for Ability Cultivation in Circuit Simulation	Xu, QS; Lai, LL; Tse, NCF; Ichiyanagi, K	[Xu, Qingshan] Southeast Univ, Sch Elect Engn, Nanjing 210096, Peoples R China; [Lai, Loi Lei] City Univ London, Energy Syst Grp, London EC1V 0HB, England; [Tse, Norman C. F.] City Univ Hong Kong, Div Bldg Sci & Technol, Kowloon, Hong Kong; [Ichiyanagi, Katsuhiro] Aichi Inst Technol, Sch Elect Engn, Toyota 47003, Japan	Southeast University - China; City St Georges, University of London; City, University of London; City University of Hong Kong
31732	WOS:000286930400017	2011	RHE: A JVM Courseware	Liu, SS; Tang, J; Deng, CR; Li, XF; Gaudiot, JL	[Liu, Shaoshan; Gaudiot, Jean-Luc] Univ Calif Irvine, Dept Elect Engn & Comp Sci, Irvine, CA 92697 USA; [Tang, Jie] Beijing Inst Technol, CSE, Beijing 100081, Peoples R China; [Deng, Chengrui; Li, Xiao-Feng] Intel China Res Ctr, Beijing 100080, Peoples R China	University of California System; University of California Irvine; Beijing Institute of Technology; Intel Corporation; Intel China
32413	WOS:000296462800003	2011	Educational Stress Scale for Adolescents: Development, Validity, and Reliability With Chinese Students	Sun, JD; Dunne, MP; Hou, XY; Xu, AQ	[Sun, Jiandong; Dunne, Michael P.; Hou, Xiang-yu] Queensland Univ Technol, Sch Publ Hlth, Kelvin Grove, Qld 4059, Australia; [Xu, Ai-qiang] Shandong Prov Ctr Dis Control & Prevent, Jinan, Peoples R China; [Xu, Ai-qiang] Shandong Univ, Jinan, Peoples R China	Queensland University of Technology (QUT); Shandong University
33403	WOS:000287904100011	2011	Inclusion or exclusion?: A narrative inquiry of a language teacher's identity experience in the 'new work order' of competing pedagogies	Liu, YC; Xu, YT	[Liu, Yongcan] Univ Exeter, Grad Sch Educ, Exeter EX1 2LU, Devon, England; [Xu, Yueting] Guangdong Univ Foreign Studies, Inst English Language Educ, Guangzhou 510006, Guangdong, Peoples R China	University of Exeter; Guangdong University of Foreign Studies
34069	WOS:000287427900016	2011	A Simple Method To Determine the R or S Configuration of Molecules with an Axis of Chirality	Wang, CD; Wu, WM	[Wang, Cunde] Yangzhou Univ, Sch Chem & Chem Engn, Yangzhou 225002, Peoples R China; [Wu, Weiming] San Francisco State Univ, Dept Chem & Biochem, San Francisco, CA 94132 USA	Yangzhou University; California State University System; San Francisco State University
34687	WOS:000218856200006	2012	Developing curriculum and pedagogical resources for teacher learning A lesson study video case of Division with Remainder from Singapore	Fang, YP; Lee, CKE; Yang, YD	[Fang, Yanping; Lee, Christine K. E.] Nanyang Technol Univ, Natl Inst Educ, Singapore, Singapore; [Yang, Yudong] Shanghai Acad Educ Sci, Ctr Res Teacher Dev, Shanghai, Peoples R China	Nanyang Technological University; National Institute of Education (NIE) Singapore
